"CASEID"	"AGE"	"NAISSANCE"	"GENRE"	"DETENTION"	"PROBLEM_TRICHE"	"PROBLEM_PERTURBATION"	"PROBLEM_SUBSTANCE"	"PROBLEM_VOL"	"PROBLEM_BAGARRE"	"ADMIRATION"	"CONSEILS"	"PROBLEMES_MAISON"	"REUSSITES"	"DECISIONS"	"AIDE"	"PROBLEMES"	"EMOTIONS"	"RESPONSABLE"	"SUR_TEMPS"	"SUR_ARGENT"	"SUR_ECOLE_TRAVAIL"	"SUR_SOIR"	"EXI_COUVRE_FEU_SEMAINE"	"EXI_COUVRE_FEU_WEEKEND"	"EXI_HEURE_RETOUR"	"EXI_EMPLACEMENT"	"AUTORITE_FEMME"	"MERE_AIDE"	"MERE_ENERVEMENT"	"MERE_SOUCIEUSE"	"MERE_OBJET_ENERVEMENT"	"MERE_ECOUTE"	"MERE_CRIER"	"MERE_SOUTENANTE"	"MERE_VIOLENCE_PHYSIQUE"	"MERE_CRITIQUE"	"MERE_AMOUR"	"MERE_VIOLENCE"	"MERE_HUMOUR"	"MERE_DISPUTE"	"MERE_VIOLENCE_MAINS"	"MERE_ACCEPTATION"	"MERE_VIOLENCE_OBJET"	"MERE_ORDRE"	"MERE_OBJET_VISAGE"	"MERE_EXPRESSION_AMOUR"	"MERE_INSULTE"	"MERE_COMPREHENSION"	"AUTORITE_HOMME"	"PERE_AIDE"	"PERE_ENERVEMENT"	"PERE_SOUCIEUX"	"PERE_OBJET_ENERVEMENT"	"PERE_ECOUTE"	"PERE_CRIER"	"PERE_SOUTENANT"	"PERE_VIOLENCE_PHYSIQUE"	"PERE_CRITIQUE"	"PERE_AMOUR"	"PERE_VIOLENCE"	"PERE_HUMOUR"	"PERE_DISPUTE"	"PERE_VIOLENCE_MAINS"	"PERE_ACCEPTATION"	"PERE_VIOLENCE_OBJET"	"PERE_ORDRE"	"PERE_OBJET_VISAGE"	"PERE_EXPRESSION_AMOUR"	"PERE_INSULTE"	"PERE_COMPREHENSION"
52241	17	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(3) Knows a lot"	"(3) Knows a lot"	"(3) Knows a lot"	"(3) Knows a lot"	"(4) Always"	"(4) Always"	"(4) Always"	"(4) Always"	"(12) Biological Mother"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(11) Biological Father"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"
52263	18	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(5) No"	"(06) Other male relative"	"(03) Older Sister"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(03) Older Sister"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(2) Knows a little bit"	"(3) Knows a lot"	"(3) Knows a lot"	"(2) Knows a little bit"	"(1) Never"	"(1) Never"	"(3) Usually"	"(3) Usually"	"(12) Biological Mother"	"(2) Often"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(2) Often"	"(17) Stepfather"	"(3) Sometimes"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(2) Often"	"(3) Sometimes"
52271	16	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(11) Biological father"	"(3) Knows a lot"	"(2) Knows a little bit"	"(2) Knows a little bit"	"(2) Knows a little bit"	"(3) Usually"	"(3) Usually"	"(4) Always"	"(3) Usually"	"(12) Biological Mother"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(11) Biological Father"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(1) Always"
52275	16	"(96) Other (specify)"	"(1) Male"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(21) Adoptive father"	"(2) Knows a little bit"	"(2) Knows a little bit"	"(3) Knows a lot"	"(2) Knows a little bit"	"(2) Sometimes"	"(3) Usually"	"(2) Sometimes"	"(4) Always"	"(22) Adoptive Mother"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(21) Adoptive Father"	"(2) Often"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(3) Sometimes"
52339	16	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(5) No"	"(06) Other male relative"	"(03) Older Sister"	"(03) Older Sister"	"(01) Mother/Stepmother"	"(06) Other male relative"	"(06) Other male relative"	"(06) Other male relative"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(2) Knows a little bit"	"(1) Doesnt know at all"	"(3) Knows a lot"	"(3) Knows a lot"	"(2) Sometimes"	"(2) Sometimes"	"(1) Never"	"(1) Never"	"(12) Biological Mother"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(3) Sometimes"	"(11) Biological Father"	"(2) Often"	"(1) Always"	"(2) Often"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(1) Always"	"(2) Often"
52343	15	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(5) No"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Always"	"(4) Always"	"(4) Always"	"(3) Usually"	"(12) Biological Mother"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(3) Sometimes"	"(11) Biological Father"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(3) Sometimes"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(2) Often"
52387	16	"(01) United States"	"(1) Male"	"(1) Yes"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(5) No"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(05) Other female relative"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(3) Knows a lot"	"(4) Knows everything"	"(3) Knows a lot"	"(3) Knows a lot"	"(4) Always"	"(4) Always"	"(4) Always"	"(4) Always"	"(12) Biological Mother"	"(2) Often"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(11) Biological Father"	"(3) Sometimes"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"
52408	14	"(01) United States"	"(1) Male"	"(1) Yes"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(5) No"	"(08) Other male adult in community"	"(08) Other male adult in community"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(2) Knows a little bit"	"(4) Knows everything"	"(2) Knows a little bit"	"(1) Doesnt know at all"	"(3) Usually"	"(3) Usually"	"(3) Usually"	"(2) Sometimes"	"(12) Biological Mother"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(17) Stepfather"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(3) Sometimes"
52419	15	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(5) No"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(07) Other female adult in community"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(18) Stepmother"	"(2) Knows a little bit"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Always"	"(4) Always"	"(4) Always"	"(4) Always"	"(43) Foster Mother"	"(2) Often"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(44) Foster Father"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"
52567	16	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(04) Older Brother"	"(05) Other female relative"	"(05) Other female relative"	"(02) Father/Stepfather"	"(05) Other female relative"	"(01) Mother/Stepmother"	"(05) Other female relative"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(1) Doesnt know at all"	"(1) Doesnt know at all"	"(3) Knows a lot"	"(3) Knows a lot"	"(4) Always"	"(4) Always"	"(4) Always"	"(4) Always"	"(12) Biological Mother"	"(2) Often"	"(2) Often"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(2) Often"	"(2) Often"	"(4) Never"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(3) Sometimes"	"(17) Stepfather"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"
52577	15	"(01) United States"	"(1) Male"	"(1) Yes"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(1) Yes"	"(06) Other male relative"	"(06) Other male relative"	"(06) Other male relative"	"(06) Other male relative"	"(06) Other male relative"	"(05) Other female relative"	"(06) Other male relative"	"(05) Other female relative"	"(15) Biological grandmother"	"(2) Knows a little bit"	"(4) Knows everything"	"(2) Knows a little bit"	"(1) Doesnt know at all"	"(1) Never"	"(1) Never"	"(2) Sometimes"	"(1) Never"	"(15) Biological Grandmother"	"(1) Always"	"(2) Often"	"(1) Always"	"(2) Often"	"(2) Often"	"(1) Always"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(1) Always"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(2) Often"	"(1) Always"	"(30) Uncle"	"(1) Always"	"(1) Always"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(2) Often"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(1) Always"
52621	17	"(01) United States"	"(2) Female"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(07) Other female adult in community"	"(07) Other female adult in community"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Always"	"(4) Always"	"(4) Always"	"(4) Always"	"(12) Biological Mother"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(17) Stepfather"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"
52681	16	"(01) United States"	"(1) Male"	"(1) Yes"	"(5) No"	"(1) Yes"	"(5) No"	"(1) Yes"	"(5) No"	"(05) Other female relative"	"(01) Mother/Stepmother"	"(03) Older Sister"	"(03) Older Sister"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(1) Doesnt know at all"	"(4) Knows everything"	"(1) Doesnt know at all"	"(4) Knows everything"	"(1) Never"	"(1) Never"	"(2) Sometimes"	"(4) Always"	"(12) Biological Mother"	"(1) Always"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(1) Always"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(1) Always"	"(3) Sometimes"	"(3) Sometimes"	"(17) Stepfather"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"
52714	16	"(01) United States"	"(2) Female"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(01) Mother/Stepmother"	"(07) Other female adult in community"	"(05) Other female relative"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(07) Other female adult in community"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(3) Knows a lot"	"(3) Knows a lot"	"(3) Knows a lot"	"(3) Knows a lot"	"(4) Always"	"(2) Sometimes"	"(4) Always"	"(3) Usually"	"(12) Biological Mother"	"(1) Always"	"(2) Often"	"(1) Always"	"(3) Sometimes"	"(2) Often"	"(1) Always"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(2) Often"	"(2) Often"	"(4) Never"	"(1) Always"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(2) Often"	"(11) Biological Father"	"(2) Often"	"(4) Never"	"(1) Always"	"(4) Never"	"(2) Often"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"
52844	17	"(01) United States"	"(1) Male"	"(1) Yes"	"(5) No"	"(1) Yes"	"(5) No"	"(5) No"	"(1) Yes"	"(05) Other female relative"	"(05) Other female relative"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(05) Other female relative"	"(05) Other female relative"	"(12) Biological mother"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(2) Sometimes"	"(1) Never"	"(1) Never"	"(3) Usually"	"(12) Biological Mother"	"(3) Sometimes"	"(2) Often"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(3) Sometimes"	"(17) Stepfather"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(3) Sometimes"
52934	16	"(96) Other (specify)"	"(1) Male"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(11) Biological father"	"(2) Knows a little bit"	"(2) Knows a little bit"	"(4) Knows everything"	"(4) Knows everything"	"(4) Always"	"(4) Always"	"(1) Never"	"(2) Sometimes"	"(12) Biological Mother"	"(1) Always"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(4) Never"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(11) Biological Father"	"(1) Always"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"
52963	17	"(01) United States"	"(1) Male"	"(1) Yes"	"(1) Yes"	"(1) Yes"	"(5) No"	"(1) Yes"	"(1) Yes"	"(04) Older Brother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(04) Older Brother"	"(04) Older Brother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(01) Mother/Stepmother"	"(12) Biological mother"	"(4) Knows everything"	"(4) Knows everything"	"(2) Knows a little bit"	"(2) Knows a little bit"	"(1) Never"	"(1) Never"	"(2) Sometimes"	"(3) Usually"	"(12) Biological Mother"	"(3) Sometimes"	"(2) Often"	"(2) Often"	"(2) Often"	"(2) Often"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(2) Often"	"(3) Sometimes"	"(2) Often"	"(1) Always"	"(2) Often"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(17) Stepfather"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"	"(4) Never"
52975	16	"(01) United States"	"(1) Male"	"(1) Yes"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(5) No"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(12) Biological mother"	"(2) Knows a little bit"	"(3) Knows a lot"	"(4) Knows everything"	"(4) Knows everything"	"(1) Never"	"(1) Never"	"(3) Usually"	"(4) Always"	"(12) Biological Mother"	"(1) Always"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(17) Stepfather"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(4) Never"	"(4) Never"	"(1) Always"	"(4) Never"	"(1) Always"
53010	15	"(01) United States"	"(1) Male"	"(5) No"	"(5) No"	"(1) Yes"	"(5) No"	"(1) Yes"	"(5) No"	"(08) Other male adult in community"	"(02) Father/Stepfather"	"(03) Older Sister"	"(02) Father/Stepfather"	"(03) Older Sister"	"(02) Father/Stepfather"	"(02) Father/Stepfather"	"(01) Mother/Stepmother"	"(21) Adoptive father"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Knows everything"	"(4) Always"	"(3) Usually"	"(4) Always"	"(1) Never"	"(22) Adoptive Mother"	"(1) Always"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(3) Sometimes"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(1) Always"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(21) Adoptive Father"	"(1) Always"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(4) Never"	"(4) Never"	"(2) Often"	"(4) Never"	"(2) Often"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(3) Sometimes"	"(4) Never"	"(1) Always"	"(4) Never"	"(2) Often"
